Comments,Company,Date,GeneralScore,LMScore
b'To Recap...\n\nThe Fed is still clueless\n\nBut the Fed acknowledges there are Big Risks on the Horizon and maybe Trump is right to warn against Tightening',$CSCO,11/28/2018,0,-0.142857143
b'Vulnerabilities in European Financials\n\n$CS Credit Suisse\n$DB Deutsche Bank\n$BBVA BBVA\n$RBS Royal Bank of Scotland\n$BCS Barclays\n$ING ING\n$PUK Prudential\n$UBS UBS\n$SAN Banco Santander\n$LYG Lloyds',$CSCO,11/28/2018,0.055555556,-0.041666667
b'NOT Rallying\n\n#InterestingWeakness\n$SJM JM Smucker\n$GIS General Mills\n$KHC Kraft Heinz\n$TSN Tyson Foods\n\n$TTM Tata Motors\n\n$CIB BanColombia \n\n$EC EcoPetrol\n$CNQ Canadian Natural Resources\n$TRP TransCanada \n$KMI Kinder Morgan\n$EPD Enterprise Products\n$SU SunCor Energy',$CSCO,11/28/2018,0.04,0
b'pic.twitter.com/o7EcdlrhWF',$CSCO,11/28/2018,0,0
b'$GS \n\nGoldman Fucking Sachs\n\nThe Pain is Just Beginningpic.twitter.com/W18sxCYvsU',$CSCO,11/28/2018,0,0
b'(they know)pic.twitter.com/y638yGCXs3',$CSCO,11/28/2018,0,0
"b'$CSCO Cisco Systems http://bit.ly/HVXHqP \nSupport  44.30    44.16    43.92    43.81    42.94    42.72\nResistance    45.13    45.70    47.74    48.44    49.14    44.54\nWatch for   44.84  45.20  45.66  45.54  46.32  45.26\n\nWatch 44.70. Once above 100MA, expect $pic.twitter.com/PaZyCOcwjY'",$CSCO,11/26/2018,0,0
b'$CSCO watch  45pic.twitter.com/06jJljUqYa',$CSCO,11/27/2018,0,0
b'$CSCO updatepic.twitter.com/TIhE3ftzWF',$CSCO,11/27/2018,0,0
b'We are almost there  $CSCO',$CSCO,11/28/2018,0,0
b'@Gogo is that for real? 59% short interest?',$CSCO,11/28/2018,0.25,0
"b'here is another pic from nasdaq. it does look correct. Please double check on your end. given high insider ownership, this is unacceptable. Also, shorts are killing your market cap. few areas for improvement can be PR, clearer communication about partnerships and updates. Thankspic.twitter.com/TztvSHpwGn'",$CSCO,11/28/2018,0.071428571,0
"b'Adding $SPOT, $BA, and $AMZN to 15-ORB list.  https://seekingalpha.com/article/4225019 '",$CSCO,11/28/2018,-0.333333333,0
b'Still liking SJM? pretty beat up pre-market',$CSCO,11/28/2018,0.166666667,0
b'Tricky stock to trade... I will look for an intraday setup to see if it will trigger.',$CSCO,11/28/2018,0.2,-0.2
b'$CSCO watch back over 46.60 this week for potential round # 2 move',$CSCO,11/27/2018,0.285714286,0
"b""This didn't play out the way I expected. I'm glad I was patient and waited for pattern to complete instead of jumping into puts prematurely.""",$CSCO,11/28/2018,0.214285714,-0.076923077
b'$CSCO after hitting target looks like a potential new L set up developing',$CSCO,11/27/2018,0.111111111,0
b'Now watch 50MA in $CSCO to set stop. This is how trading works pic.twitter.com/J9Dl9wdcOE',$CSCO,11/28/2018,0,-0.125
b'We are almost there  $CSCO',$CSCO,11/27/2018,0,0
b'Buy this little dip?',$CSCO,11/27/2018,0,0
b'pic.twitter.com/I8bnQcOLFb',$CSCO,11/27/2018,0,0
"b'See, it would worked for small profits already. LoL'",$CSCO,11/27/2018,0.166666667,0.166666667
b'If you into trading for 10 min flip then go for it',$CSCO,11/27/2018,0,0
b'Too late already',$CSCO,11/27/2018,0,-0.5
b'Hard market.  Almost have to risk it goes to zero in any direction nowadays',$CSCO,11/27/2018,0,0
b'Too hard~~~~',$CSCO,11/27/2018,-0.5,0
b'I made $10 on aapl call.  Trailing stop did me again.  Left $100 of profit',$CSCO,11/27/2018,0.285714286,0
"b'Look elsewhere. I jumped in again yesterday leaving too much table, ended up loss instead of $47 profits. Sigh~~~'",$CSCO,11/27/2018,0,0
"b'Fair nok, Philip - men sa ville det ikke vre en SHS formation og sa havde jeg ikke rejst et advarselsflag omkring $PTOTF'",$CSCO,11/26/2018,0,0
b'Man lrer noget nyt hver dag ',$CSCO,11/26/2018,0,0
"b'Philip, hvor langt nede har du vret i din analyse af $PROTF? Jeg har kigget den lidt i smmene, jeg er overbevist om at det er et klassisk Pump and Dump scam fuldstndig som #FingerprintCards var det.Seneste udvanding af kapitalen virker meget suspekt.Jeg ville vre forsigtig'",$CSCO,11/26/2018,0,0
b'Det er der efterhanden mange der har sagt de sidste sma to ar. Teknologien er fantastisk og er senest blevet bekrftet af Cisco som partner. Kan ikke se hvordan den seneste PP kan give dig de tanker. De star overfor en kommerciel udrulning hvor en kapitalbuffer er ndvendig',$CSCO,11/26/2018,0.121212121,0
b'Jeg tror du dit engelsk skal op i niveau. De har ikke et partnerskab med Cisco - de siger de er inviteret til at samarbejde med Cisco pa en konference - det er ikke det samme. Fingerprint hvdede ogsa at de havde bade Blackberry og Samsung som kunder - det havde de ikke.',$CSCO,11/26/2018,0.029411765,0
"b'https://patriot1tech.com/news/patriot-one-collaborates-with-cisco-systems-on-innovation-program/ ... \n\nVed ikke om ordet partnership ikke ma direkte oversttes til partnerskab, men altsa, det star 9 gange i den her pressemeddelelse'",$CSCO,11/26/2018,0.058823529,0
"b'Der star ikke et eneste sted noget om partnerskab med Cisco. Det star collaboration og at de er inviteret til at prsenterer sig foran Ciscos partnere. Det er snedigt skrevet i markedgringsjemed - men der eksisterer ikke et partnerskab imellem Cisco og $PTOTF, sorry.'",$CSCO,11/26/2018,0.03125,0.03125
"b'Sa ma du lige lse det vedhftede link igen. Hvis ikke du kan finde ordet partnerskab, sa ma du komme en tur til London og lane mine briller.'",$CSCO,11/26/2018,-0.05,0
b'Du kan selvflgelig vlge at tror pa det du vil - men der er ikke noget partnerskab! Og det star der helker ikke - held og lykke med din investering',$CSCO,11/26/2018,-0.045454545,0
"b'Ah jeg bliver sa trt Domenick. Hver gang du har slaet dig fast pa noget, sa bliver du sa bedrevidende. Prv nu at vre objektiv for en gangs skyld i stedet for at konkludere pa tre kruseduller og en overfladisk gennemgang af casen... Der star partnerskab 9 gange i linket'",$CSCO,11/27/2018,0.064516129,0
b'Adding $GM to 15-ORB list.  $TSLA may be a good 15-ORB watch with China data...https://seekingalpha.com/article/4224684 ',$CSCO,11/27/2018,0,0.111111111
b'$BA note should say $315 not $215',$CSCO,11/26/2018,0,0
b'2699',$CSCO,11/26/2018,NA,NA
b'NQ',$CSCO,11/26/2018,0,NA
b'Whats does ORBs stand for?',$CSCO,11/26/2018,0.333333333,0
b'Glad you asked!  Check my pinned tweet update.  All about ORBs!  ',$CSCO,11/26/2018,0,0
b'$CSCO watch  45pic.twitter.com/06jJljUqYa',$CSCO,11/26/2018,0,0
b'$AAPL 10000 puts 1/15/21 Fridaypic.twitter.com/UG9VGYqLOV',$CSCO,11/25/2018,0,0
b'Warren Buffet became rich picking value stock.',$CSCO,11/25/2018,0.142857143,0
b'MCK too..',$CSCO,11/25/2018,0,0
b'5G is a growth monster for CSCO.',$CSCO,11/25/2018,-0.333333333,0
"b'Ron, that list of PEs are all wet. Example, CSCOs PE is 18, TTM... not 170'",$CSCO,11/25/2018,0,0
"b'https://twitter.com/allstarcharts/status/1066750993877082117?s=19 ...\n@allstarcharts echoed a similar thought in this post. ""When\'s a good time to sell?""'",$CSCO,11/25/2018,0.2,0.1
"b'$DJIA stocks drawdown from all-time high as of 11/23/2018. $IBM, $CSCO, $GS > 30%. These are not good numbers.pic.twitter.com/giYG0xE3GP'",$CSCO,11/24/2018,0.111111111,0.111111111
b'If $IBM could just have some buybacks.....  \n#sarcasmalert',$CSCO,11/24/2018,0.2,0
b'The ATH in $CSCO was in the year 2000!   Over 18 years ago!',$CSCO,11/24/2018,0,0
"b'But of course: ""If you bought $CSCO 18 years go you would be making...""  No, go back in time and buy $AMZNpic.twitter.com/hXJZj4jDXQ'",$CSCO,11/24/2018,0.2,0
b'The barrel has no bottom: $IBM $GE $CSCO',$CSCO,11/24/2018,0,0
b'#Crash 1999-2002\n\n$amzn  -95%\n$EBAY   -80%\n$ADBE   -80%\n$ORCL   -85%\n\n#dotcom #bubble $btc #bitcoin #Cryptocurrency #HODLpic.twitter.com/kRRwAwLblP',$CSCO,11/24/2018,0,0
b'$IBM    -61%\n$MSFT  -66%\n$INTU   -75%\n$SNEJF  -85%pic.twitter.com/2jYPUNJsz2',$CSCO,11/24/2018,0,0
"b'Is Cramer still recommending a ""hold""?'",$CSCO,11/24/2018,0,0
"b'$BRK.B - Not something you hear anyone say that often, but I believe Berkshire is the short of a life time here.pic.twitter.com/1S3ROof3BV'",$CSCO,11/24/2018,-0.083333333,0
"b'It is definitely a parabolic advance.   One huge ""Folksy Warren"" marketing campaign.pic.twitter.com/TItxo6uovK'",$CSCO,11/24/2018,0.1,0.111111111
"b'""It\'s Warren Buffet, Bro""   ""You\'re just a clown on Twitter, Bro""   ""Not going to happen, Bro""'",$CSCO,11/24/2018,0,0
b'But how about Oracle touching ATH of 2000 in 2017 and still just near that ATH.\nCherry picking is not good for examples.',$CSCO,11/24/2018,0.090909091,0.090909091
"b'""$CSCO is still below its ATH""'",$CSCO,11/24/2018,0,0
b'Any update on this - - - been waitin',$KO,11/25/2018,0,0
"b'These are so fun to read, havent seen one justified yet an full of $hit but so fun to read!pic.twitter.com/brjZgRvjJL'",$KO,11/25/2018,0.166666667,-0.090909091
b'Rumor or not...Coke & Pepsi are in a dead heat in terms of products. They need to innovate.  CBD drinks are a natural product evolution for them.',$KO,11/28/2018,0.142857143,0.071428571
b'Also legalized industrial hemp in US...  huge for $PYX',$KO,11/28/2018,0.333333333,0
b'still need FDA to weigh in for a company like KO to really jump in',$KO,11/28/2018,0.125,0
b'$nbev money! nice call',$KO,11/28/2018,0.5,0
b'.@PatRoberts on #FarmBill: We have an agreement on the outstanding issues... But until you get that language on the bill and you know where we are with the scoring its premature to say that we have a complete agreement.  #ksleg',$KO,11/28/2018,0.266666667,-0.133333333
b'I guess I could have formatted that a bit neater... oh well -- next time',$KO,11/28/2018,0,0
b'@AOTtrades $SQ is testing 64-65 area resistance and ascending triangle pattern on hourly charts. I wonder who will win this bull-bear fight.',$KO,11/28/2018,0.071428571,0
b'You were right on again :) Its tempting for a short now.',$KO,11/28/2018,0.2,0
b'Yea strong close',$KO,11/28/2018,0,0
b'This is what one or two rallies do. Get every one bullish enough to call for Santa rally. Too far out for one. Risks remain and know yours as well.',$KO,11/28/2018,0.222222222,-0.058823529
b'most are looking at intraday or daily only.. Check weekly or monthly! nothing much other than a normal bounce.. $2810-$2815 key upside breakout for major reversal',$KO,11/28/2018,0.1875,0
b'Right on it and a potential H&S if so at those levels. 2823 the one I am watching but let it get through all the supply that is there first including 200 SMA and 50 weekly SMA etc..',$KO,11/28/2018,-0.071428571,0
b'true!',$KO,11/28/2018,0,0
b'true! I use $uvxy as indicator.. works like a charm and its almost at a bounce zone',$KO,11/28/2018,0.4,0
"b""I'd predict farm bill announcement late tonight based on current rate of discussions""",$KO,11/27/2018,0.090909091,-0.1
"b'Meanwhile tech firms w/ double-digit earnings growth forecasts are trading at fractions of p/e compared to ""the co\'s of yesteryear"" \n$AAPL: 14\n$FB: 20\n$TWTR: 24'",$KO,11/27/2018,0.066666667,0
b'Who are the biggest winners if we get a favorable farmbill?\n\nLove to hear others opinions...',$KO,11/27/2018,-0.111111111,0.222222222
b'I love seeing Buffett getting destroyed on his AAPL position',$KO,11/27/2018,0,0
"b'Wow. Sunday Morning 9AM mass audience treatment for #CBD #cannabis beverages, on @nbcbayarea, with Canadas @TraitBioscience.\n\nReally good explainer to general audience and for anyone interested in CBD bevs. $ACB discussed at very end. \n\nFull video:\n https://www.pressheretv.com/pot-ent-potables-indeed/#embedId=okKFidonD8 ...'",$KO,11/25/2018,0.115384615,0.037037037
b'ACB $16',$KO,11/25/2018,0,0
b'hell yes!\n$ACB $KO #cbd #beverages',$KO,11/25/2018,0,0
b'That last guy knew something with that smirk? Lol even if he did he cant say... ',$KO,11/25/2018,0,0
b'I was the 100th person. A little late but I did it. Busy weekend.',$KO,11/26/2018,0,-0.2
"b'Thanks, Deborah!  We should be getting our email any time.  I hope?'",$KO,11/26/2018,0,0
b'You guys on the East Coast have to be patient if the 100 happens on Mon morning. Its really early out West. Im just getting up. It requires me to go to my CPU to upload the screen shot and send email. Meanwhile Im also trying to do 9at9 and make breakfast for a 4-year old',$KO,11/26/2018,-0.037037037,0
b'No worries. Eva is perhaps the only one who is anxious! Lol',$KO,11/26/2018,-0.285714286,-0.166666667
"b""The email has been sent. Now it's off quickly to the 9at9, which might end up being a bit late today. Oh well.""",$KO,11/26/2018,0,-0.1
b'$MLHC M Line Wholly Owned Subsideries And Products\n1) The Caravel Group/Vea https://drinkvea.com/ \n2)Best Choice Food & Beverage http://bestchoicebev.com/index.html \n3)Best Coice Nuts & Candy Specialties http://www.bestchoicespecialty.com/ \n4) American Asset Holding ( #MJ #Cpods) https://drive.google.com/file/d/10FY_4IX4H9X50RAgf04fG_bqQC-z5AaF/view ...pic.twitter.com/7T5itz3rQu',$KO,11/26/2018,0,0.08
b'$MLHC \nTESTING .00s!!!\nWoooooHooooo!!! lol ',$KO,11/26/2018,0,0
"b'$MLHC ""Boots On The Ground"" DD at HyVee this morning.\n@mlinehc #MLHC product line in up to 245 stores / on-line shopping.\nhttps://investorshub.advfn.com/boards/read_msg.aspx?message_id=145074360 ...pic.twitter.com/0Xw4u8pVJM'",$KO,11/26/2018,0,0
"b'what about brent saunders record since becoming CEO compared to the XBI, IBB or even SP 500.  He needs to be canned as well'",$KO,11/27/2018,0,0
b'Mitas myytiin eniten?',$KO,11/26/2018,0,0
b'Nettomaaraisesti myyntiin paatyivat vain Alphabet (myydyin) ja Facebook (toiseksi myydyin). /Henri',$KO,11/26/2018,-0.1,0
b'Here is the part on $ACB and what a company like $KO would look for (enough supply of CBD for global market)pic.twitter.com/pKIKRaFGLq',$KO,11/25/2018,0.181818182,0
b'they were trying to prop their stock price up to fool investors.  see how that worked?  they have only lost about 80 mill bucks on buybacks in the last 8 months.  Congrats team!!',$KO,11/27/2018,-0.176470588,-0.0625
b'Legal market manipultation.',$KO,11/27/2018,0,0
b'and they just issued a bond for more money to buy back more shares?  Brent is pathetic',$KO,11/27/2018,0.3,0
"b""$XLP is oversold and can catch a bounce with the rest of the market imo. Weak bounce can be shorted into is what I'm thinking though. I'll have to see as they develop.""",$KO,11/25/2018,-0.117647059,-0.117647059
b'Will $BTC find a low or is the entire crypto narrative a big fraud?pic.twitter.com/th95XXKhmA',$KO,11/25/2018,-0.111111111,-0.111111111
b'$MLHC M Line Wholly Owned Subsideries And Products\n1) The Caravel Group/Vea https://drinkvea.com/ \n2)Best Choice Food & Beverage http://bestchoicebev.com/index.html \n3)Best Coice Nuts & Candy Specialties http://www.bestchoicespecialty.com/ \n4) American Asset Holding ( #MJ #Cpods) https://drive.google.com/file/d/10FY_4IX4H9X50RAgf04fG_bqQC-z5AaF/view ...pic.twitter.com/7T5itz3rQu',$KO,11/24/2018,0,0.08
"b'Muy pero que muy complicada, por lo menos para los que nos empenamos en seguir sistemas de medio/largo plazo. FIVE BELOWS baja un 15% y, nada, a seguir en cartera pues no da senal de salida. Lo que cuesta que suban y lo facil que bajan los valores fuertes, curioso esto de la FR'",$KO,11/25/2018,0.027027027,0
"b'Huomasitko, etta jaettiin eilen ostotilastot @nordnetFI-tililla. Vain kahta kampanjaosaketta, Alphabet ja Facebook, myytiin nettona.'",$KO,11/26/2018,-0.076923077,0
b'Juu huomasin! Kiitos infosta!',$KO,11/26/2018,0,0
"b'Tama on mielenkiintoinen ilmio, etta meilta kysellaan mita ne muut osti. Sosiaalista sijoittamista parhaimmillaan.'",$KO,11/26/2018,0,0
b'Ainahan se kiinnostaa mita muut tekevat  Ja varsinkin tallaisessa kampanjassa jossa on rajoitettu maara osakkeita.',$KO,11/26/2018,0,0
b'Amazing!!!!!',$DIS,11/28/2018,0,0
b'Live Stream Tonight People',$DIS,11/28/2018,0,0
b'Live tonight!',$DIS,11/28/2018,0,0
"b'Scratch,Shekels,Smackers.Stacks'",$DIS,11/28/2018,0,0
b'Key information!!!',$DIS,11/28/2018,0.5,0.5
b'THOSE PLANSSSSS FDX and aapl',$DIS,11/28/2018,0,0
b'looking forward to it',$DIS,11/28/2018,0.5,0
b'Live stream for health and wealth',$DIS,11/28/2018,0.25,0
"b""That's a must watch""",$DIS,11/28/2018,0,0
"b""lmao he's been losing for months now?? Are you sure you're following the right clown? Huge losses all year long just look at his feed. Every time a new plan comes out he has another losing trade. $AAPL 5 massive losers in a row!! Challenge him he'll block you!!""",$DIS,11/28/2018,-0.125,-0.125
"b'Listen to a market guru, Sandro, tonight at 9.30 EST'",$DIS,11/28/2018,0,0
b'Live stream dont miss it!!',$DIS,11/28/2018,-0.25,-0.25
b'If you cant watch live-definitely watch recording',$DIS,11/28/2018,0,0
"b'The best plans, the best guidance, all from the finest skills. Catch the live stream TONIGHT and become a member. Follow the #BigPictureLeader!\n\nAdaptive thinking will open your eyes to the Big Picture.pic.twitter.com/MJxlteApaC'",$DIS,11/28/2018,0.285714286,0.047619048
"b""Are you kidding?? This guy has so many losers this year it's scary!! Losers on $BA $AAPL $TSLA $NVDA $DDD $MSFT $AMD $AMZN so many losses and these guys are telling everyone he's the best?? Best at losing your money!! Live stream tonight ask him about $AMZN 2 huge losers!!""",$DIS,11/28/2018,-0.0625,0
"b'$UPIN lowered the A/S to 115m also. It was unlimited in WY, now this also has a maxed SS. BOOM just waiting on filings/news and take off will come! $UPIN $nhpi $mdin $eqlb $fteg $icbu $imun $bmxi $pntv $ottv $ubqu $ipci $pmpg $innd $hvcw $rshn #stocks $rxmd $ammx $dirv $mmexpic.twitter.com/HjEtFbQapP'",$DIS,11/28/2018,0.085714286,0
b'Nice work. As soon as @upinholdings gets those filings current I think it starts moving back up.',$DIS,11/28/2018,0,0
b'Nice find today as well! ',$DIS,11/28/2018,0.25,0
b'DIS raise seems well below their 5 year div growth rate',$DIS,11/28/2018,0,0
b'Agreed',$DIS,11/28/2018,0,0
b'1st Nflx up move. If im reed I raise prices tonight.  Rips to 370.  Simple on price hike.',$DIS,11/28/2018,-0.181818182,0
b'A few funds closing. Sounds like value investing is back.https://twitter.com/hedgebrief/status/1067882290959851523 ...',$DIS,11/28/2018,0.428571429,-0.142857143
b'i REEEEEALLLLY need to see follow through on todays move. so hard to sit on my hands rn. got some really good entires but evidence is such that we need to go higher before confidence spurs',$DIS,11/28/2018,-0.055555556,0.111111111
"b'Part of me so wants to load the boat, other part wants to short the hell out of it '",$DIS,11/28/2018,-0.375,0
b'im loaded up with high momo / high FIP stocks about 50% and 20% hedges still on. its the cash that burning hole in my pocket',$DIS,11/28/2018,-0.307692308,-0.083333333
"b'I feel ya. A lot going on that could just whip us around, too.'",$DIS,11/28/2018,0,0
"b'there are def some names that are ready to rage, just have to commit here a HODL few more quarters IMO.'",$DIS,11/28/2018,0,0
"b'Anything notable on $CMG, if I may?'",$DIS,11/28/2018,0.25,0
"b'Ahh, ty for this list. And $CMG just looks like a mess of a range, glad its not just me. :)'",$DIS,11/28/2018,0.3,0
b'fundys just arent really there according to my models',$DIS,11/28/2018,0.333333333,0
b'$NFLX 203 bottompic.twitter.com/3G2s1KsWx8',$DIS,11/28/2018,0,0
b'how do you NFLX performing in coming days? thanks',$DIS,11/28/2018,0.333333333,0
b'289 breaks confirms break of downtrend i am cautious on $NFLX',$DIS,11/28/2018,-0.333333333,-0.333333333
b'ok thanks! appreciated!',$DIS,11/28/2018,0.666666667,0
b'Yes I agree.\n\nActually I have some exposure on NFLX at very expensive price -375 -so thinking what to do.',$DIS,11/28/2018,-0.142857143,0
"b'long term should be good , wait for bottom and average down'",$DIS,11/28/2018,0,0.166666667
"b'ok Thanks\nI am in similar position with BABA, AMZN, NVDA & Google :)'",$DIS,11/28/2018,0.125,0.142857143
b'$NVDA not moving for 1 year man $MAZN $GOOGL should move $BABA linked to #china and #G20Summit',$DIS,11/28/2018,0.090909091,0
b'thanks ',$DIS,11/28/2018,0,0
"b""Poor $GOOGL...you have been beaten down so much.  Thanks A6 for the heads up! Currently $11.00\n\nWhat's A6?: http://discord.gg/CF2x3ZT \n$FB $AMZN $AAPL $NFLX $NVDA $SPY $SPX $QQQ $COMP $BA $IBB $XLF $XLK $XLE $TSLA $TLRY $NBEV $DIS $DJIA $NQ $LMT $INTC $MSFT $TWTR $PM $GC_F #discordpic.twitter.com/bstfWtyH1Z""",$DIS,11/28/2018,0.03030303,-0.03125
b'Why MLB buying Fox regional sports networks would make sense https://finance.yahoo.com/news/major-league-baseball-buying-fox-regional-sports-networks-make-sense-221006824.html?soc_src=social-sh&soc_trk=tw ... via @YahooFinance',$DIS,11/28/2018,0.166666667,0
b'Having #Algorithms do all the heavy thinking helps out a bit. #Powell\n\nCheck us out: http://discord.gg/CF2x3ZT \n$FB $AMZN $AAPL $NFLX $NVDA $GOOGL $SPY $SPX $QQQ $COMP $BA $IBB $XLF $XLK $XLE $TLRY $NBEV $DIS $DJIA $NQ $LMT $INTC $MSFT $TWTR $PM $GC_F #discord $TSLA $CMG $MJ $CRONpic.twitter.com/gAVGzXoujo',$DIS,11/28/2018,-0.057142857,0
